date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-07-03,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Financial Times analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/12837,Financial Times,2025-07-03T13:23:51Z,negative,0.33587309406905286,0.14809929768127764,0.7921998825007149,0.05970081981800754,down,28010577,-0.02365924312725015,137937082351.21625,Amazon.com Inc.,NVDA
2025-07-17,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Benzinga analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/49107,Benzinga,2025-07-17T13:23:51Z,negative,0.11739821003152143,0.17950606836383395,0.7463852119758944,0.07410871966027167,down,37515101,-0.0006730309179310834,686887917317.6018,JPMorgan Chase,META
2025-07-02,Microsoft shares fall on weak guidance,Microsoft shares fall on weak guidance according to Wall Street Journal analysis.,Microsoft shares fall on weak guidance. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/13098,Wall Street Journal,2025-07-02T13:23:51Z,negative,0.15748683908716468,0.23402678404006008,0.6587461251610466,0.1072270907988934,down,13252153,0.1077567116164708,935620155537.8376,Meta Platforms,AAPL
2025-07-27,Google parent Alphabet holds annual meeting,Google parent Alphabet holds annual meeting according to CNBC analysis.,Google parent Alphabet holds annual meeting. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/90781,CNBC,2025-07-27T13:23:51Z,neutral,0.63162496648395,0.3088792029233686,0.21349650116655175,0.47762429591007954,up,39667694,-0.008723752074709379,1835776998217.884,IBM Corporation,NVDA
2025-06-22,Amazon expands into new market,Amazon expands into new market according to TheStreet analysis.,Amazon expands into new market. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/21218,TheStreet,2025-06-22T13:23:51Z,neutral,0.3974722225445788,0.2923886386226997,0.19069837396908418,0.516912987408216,flat,22177942,-0.06733299896363137,1601818179858.988,Walmart Inc.,NVDA
2025-06-07,"AMD beats earnings estimates, stock rallies","AMD beats earnings estimates, stock rallies according to Yahoo Finance analysis.","AMD beats earnings estimates, stock rallies. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://yahoofinance.com/article/40383,Yahoo Finance,2025-06-07T13:23:51Z,positive,0.6780403810713331,0.7771684361009018,0.08516629462630733,0.1376652692727908,up,21860962,0.009225180716442682,1180078954485.0715,Apple Inc.,MSFT
2025-05-03,Oracle misses revenue expectations,Oracle misses revenue expectations according to Financial Times analysis.,Oracle misses revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/32733,Financial Times,2025-05-03T13:23:51Z,negative,0.10867119413045692,0.15042255068990196,0.7128925690693966,0.13668488024070152,flat,22490505,0.11111877246771054,718964486736.5571,Advanced Micro Devices,MSFT
2025-07-28,Apple stock surges to new record high after strong earnings,Apple stock surges to new record high after strong earnings according to Benzinga analysis.,Apple stock surges to new record high after strong earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/89251,Benzinga,2025-07-28T13:23:51Z,positive,0.884795468846863,0.698989321256526,0.1799342563577341,0.12107642238573982,flat,16733529,-0.022726289038025982,850565485599.3066,Bank of America,MSFT
2025-07-29,Salesforce beats revenue expectations,Salesforce beats revenue expectations according to Seeking Alpha analysis.,Salesforce beats revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/11218,Seeking Alpha,2025-07-29T13:23:51Z,positive,0.7439076064104744,0.7376284311114408,0.14019811065002497,0.12217345823853422,up,19361297,-0.026199016798937644,513631590908.9131,Advanced Micro Devices,GOOGL
2025-06-08,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to Barron's analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/41740,Barron's,2025-06-08T13:23:51Z,positive,0.8156054516886954,0.6533533078633268,0.19397135551087574,0.15267533662579744,up,16614446,0.0842198190086009,430794531771.7871,Meta Platforms,NFLX
2025-07-17,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to Bloomberg analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/31509,Bloomberg,2025-07-17T13:23:51Z,positive,0.9095187589953081,0.8136579585892321,0.08481733261693646,0.10152470879383144,flat,31258064,-0.0726734353115671,453632780570.2123,Alphabet Inc.,GOOGL
2025-05-03,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Barron's analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/82847,Barron's,2025-05-03T13:23:51Z,negative,0.26553805349695003,0.1796668786370703,0.6505297995025073,0.16980332186042252,down,7701828,-0.07180996357289958,326670269410.2366,Netflix Inc.,AMZN
2025-05-19,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to Financial Times analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/23515,Financial Times,2025-05-19T13:23:51Z,negative,0.19089627708548706,0.17195710712963788,0.6857717454837248,0.14227114738663732,flat,44208362,-0.14449328268625747,624243515963.2389,Amazon.com Inc.,AMZN
2025-06-16,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to CNBC analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/52853,CNBC,2025-06-16T13:23:51Z,negative,0.15474811596972493,0.15174325731011865,0.653529057599966,0.1947276850899153,down,7141092,0.044234077125374444,683672714257.4032,Amazon.com Inc.,AMZN
2025-07-19,Apple stock surges to new record high after strong earnings,Apple stock surges to new record high after strong earnings according to Barron's analysis.,Apple stock surges to new record high after strong earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/31395,Barron's,2025-07-19T13:23:51Z,positive,0.8420091165055041,0.7821906078900972,0.04469577645156057,0.17311361565834216,up,4501174,0.13424317031868735,1769259402129.4668,Netflix Inc.,META
2025-05-10,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to Yahoo Finance analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/53923,Yahoo Finance,2025-05-10T13:23:51Z,positive,0.7314077105573411,0.6565445302069116,0.18654172795691673,0.15691374183617168,flat,27942759,-0.07296914533862604,70725731334.23529,NVIDIA Corporation,GOOGL
2025-06-28,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to TheStreet analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/14096,TheStreet,2025-06-28T13:23:51Z,positive,0.6767619676450891,0.7644223243229418,0.17334693930072606,0.062230736376332293,flat,13262024,0.07889966931358264,1169568369030.2627,JPMorgan Chase,AMZN
2025-07-17,"Tesla faces regulatory scrutiny, stock drops 10%","Tesla faces regulatory scrutiny, stock drops 10% according to MarketWatch analysis.","Tesla faces regulatory scrutiny, stock drops 10%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://marketwatch.com/article/97594,MarketWatch,2025-07-17T13:23:51Z,negative,0.28546489501633826,0.0984253376317183,0.6990824037569876,0.202492258611294,flat,32420184,0.08690208413782671,1477871295107.2942,Cisco Systems,AAPL
2025-05-12,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to TheStreet analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/46820,TheStreet,2025-05-12T13:23:51Z,positive,0.6749605449526805,0.6161967743262604,0.20201472259166292,0.18178850308207667,up,29053144,-0.011884147297487824,729455322124.8112,Walmart Inc.,NFLX
2025-07-02,Oracle misses revenue expectations,Oracle misses revenue expectations according to Reuters analysis.,Oracle misses revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/20857,Reuters,2025-07-02T13:23:51Z,negative,0.2874920216549189,0.13071568501622557,0.6853546637070491,0.18392965127672536,down,22540591,-0.14636257497367655,499099819987.49066,Alphabet Inc.,NFLX
2025-05-28,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to Benzinga analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/99460,Benzinga,2025-05-28T13:23:51Z,positive,0.8867731368056391,0.6866030304354992,0.07148786773249842,0.24190910183200234,up,26771086,0.14747827069924999,588785380369.9581,Apple Inc.,AAPL
2025-07-16,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to Bloomberg analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/19854,Bloomberg,2025-07-16T13:23:51Z,positive,0.6630368738903512,0.7118254382134157,0.12706461131909702,0.16110995046748725,up,45564525,0.10890863377508544,963284040785.1066,Goldman Sachs Group,GOOGL
2025-05-14,Google parent Alphabet reports stellar earnings,Google parent Alphabet reports stellar earnings according to TheStreet analysis.,Google parent Alphabet reports stellar earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/75642,TheStreet,2025-05-14T13:23:51Z,positive,0.8064798538973365,0.6876045277881792,0.16503086830815417,0.14736460390366676,flat,22584360,0.04312455973287699,670849776102.4167,Goldman Sachs Group,AMZN
2025-06-26,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to Financial Times analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/26167,Financial Times,2025-06-26T13:23:51Z,positive,0.7015570609251395,0.7057116053717255,0.15524977518992458,0.13903861943835003,up,9222496,0.07032139276297411,1149574432442.561,Alphabet Inc.,TSLA
2025-07-14,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to TheStreet analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/97579,TheStreet,2025-07-14T13:23:51Z,negative,0.21575104287846314,0.09297250880112984,0.6592445964504866,0.24778289474838358,down,21926874,0.0656720833814371,1459483691821.4497,JPMorgan Chase,AAPL
2025-07-14,"Amazon revenue soars, stock hits all-time high","Amazon revenue soars, stock hits all-time high according to Zacks analysis.","Amazon revenue soars, stock hits all-time high. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/21231,Zacks,2025-07-14T13:23:51Z,positive,0.7920708495723939,0.6709911244801052,0.21889889182705907,0.11010998369283584,up,45492738,0.10348511318178125,1481508161.2150815,Verizon Communications,NVDA
2025-06-12,Intel stock rises on new chip technology,Intel stock rises on new chip technology according to TheStreet analysis.,Intel stock rises on new chip technology. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/78860,TheStreet,2025-06-12T13:23:51Z,positive,0.8319229330231401,0.7020010617409335,0.22688349417263018,0.07111544408643637,up,39237456,-0.03986014940692047,1815456208493.088,Advanced Micro Devices,AAPL
2025-07-07,"Tesla faces regulatory scrutiny, stock drops 10%","Tesla faces regulatory scrutiny, stock drops 10% according to Benzinga analysis.","Tesla faces regulatory scrutiny, stock drops 10%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://benzinga.com/article/17897,Benzinga,2025-07-07T13:23:51Z,negative,0.24415033161529565,0.16544484436749057,0.7354281797634328,0.09912697586907672,down,23664352,-0.11908749197070519,455669059875.5344,Oracle Corporation,NFLX
2025-06-04,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Yahoo Finance analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/98757,Yahoo Finance,2025-06-04T13:23:51Z,negative,0.27476514952726944,0.26228754104089397,0.6798567146305959,0.057855744328510005,flat,22853299,-0.1263294511526397,183616376867.50684,Amazon.com Inc.,MSFT
2025-05-30,Microsoft shares fall on weak guidance,Microsoft shares fall on weak guidance according to Wall Street Journal analysis.,Microsoft shares fall on weak guidance. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/93251,Wall Street Journal,2025-05-30T13:23:51Z,negative,0.3284318268434262,0.14563113407448997,0.6589240716548455,0.1954447942706645,down,23978935,-0.045157764140212345,1483871144017.098,Alphabet Inc.,TSLA
2025-05-22,AMD stock falls on supply chain issues,AMD stock falls on supply chain issues according to Bloomberg analysis.,AMD stock falls on supply chain issues. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/87513,Bloomberg,2025-05-22T13:23:51Z,negative,0.30724557612086606,0.052324286315990655,0.7411262130133548,0.20654950067065456,flat,26636721,-0.11711154167896808,1499501878545.8984,Meta Platforms,TSLA
2025-05-07,Oracle announces cloud partnership,Oracle announces cloud partnership according to Wall Street Journal analysis.,Oracle announces cloud partnership. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/60064,Wall Street Journal,2025-05-07T13:23:51Z,neutral,0.48297603244248866,0.20048569687327208,0.25103618753979307,0.5484781155869348,flat,29619646,0.04027579603546122,708457428756.4222,Bank of America,TSLA
2025-07-13,"Tesla faces regulatory scrutiny, stock drops 10%","Tesla faces regulatory scrutiny, stock drops 10% according to Reuters analysis.","Tesla faces regulatory scrutiny, stock drops 10%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://reuters.com/article/84647,Reuters,2025-07-13T13:23:51Z,negative,0.1380169026748935,0.05442462347772291,0.8110811193759245,0.13449425714635238,down,45539536,-0.008666893500673845,1637657242918.8494,Adobe Inc.,AAPL
2025-05-18,Google parent Alphabet holds annual meeting,Google parent Alphabet holds annual meeting according to Financial Times analysis.,Google parent Alphabet holds annual meeting. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/86882,Financial Times,2025-05-18T13:23:51Z,neutral,0.5560815067000109,0.2768666482020265,0.1874569934909005,0.5356763583070729,flat,5927386,-0.007012751847411347,1731536283655.6833,Advanced Micro Devices,AMZN
2025-07-09,Meta Platforms stock soars after strong ad revenue,Meta Platforms stock soars after strong ad revenue according to Zacks analysis.,Meta Platforms stock soars after strong ad revenue. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/56489,Zacks,2025-07-09T13:23:51Z,positive,0.8293732976789997,0.7635207744558263,0.05768359826791396,0.17879562727625978,flat,46460599,-0.14791272380901263,481013114282.58826,Walmart Inc.,TSLA
2025-07-03,Goldman Sachs beats earnings estimates,Goldman Sachs beats earnings estimates according to Bloomberg analysis.,Goldman Sachs beats earnings estimates. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/26352,Bloomberg,2025-07-03T13:23:51Z,positive,0.6536187553467202,0.6731813436183124,0.2100965407217234,0.11672211565996422,up,6389003,0.046170343910777206,1344796065451.4097,Salesforce Inc.,MSFT
2025-06-17,Meta Platforms stock soars after strong ad revenue,Meta Platforms stock soars after strong ad revenue according to Motley Fool analysis.,Meta Platforms stock soars after strong ad revenue. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/83927,Motley Fool,2025-06-17T13:23:51Z,positive,0.8809976843656112,0.6812005846597277,0.12185579453790286,0.19694362080236943,up,27400322,-0.06012220332443531,1246700345735.415,Adobe Inc.,GOOGL
2025-06-06,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to Bloomberg analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/34464,Bloomberg,2025-06-06T13:23:51Z,positive,0.8929739360918271,0.6704869742825622,0.2096262740461471,0.1198867516712906,flat,40982231,-0.10892435280130112,682693169145.2869,IBM Corporation,GOOGL
2025-06-15,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to Yahoo Finance analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/53021,Yahoo Finance,2025-06-15T13:23:51Z,positive,0.694440176604915,0.6730929175037628,0.1574555427933512,0.16945153970288598,up,16362625,0.11995718455475848,1636986892348.149,Netflix Inc.,AMZN
2025-07-16,Bank of America appoints new executive,Bank of America appoints new executive according to Financial Times analysis.,Bank of America appoints new executive. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/23189,Financial Times,2025-07-16T13:23:51Z,neutral,0.48264623413597485,0.17858113946483348,0.3343189178361966,0.48709994269897,flat,44280792,-0.0455959938709521,1438265958320.7239,Adobe Inc.,NFLX
2025-05-28,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Seeking Alpha analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/54528,Seeking Alpha,2025-05-28T13:23:51Z,negative,0.11810038980152618,0.10870437223776319,0.7478266942743781,0.14346893348785872,flat,15010312,0.14357351845781216,1930918999256.6821,Advanced Micro Devices,AAPL
2025-06-25,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to CNBC analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/91696,CNBC,2025-06-25T13:23:51Z,positive,0.8352671939628855,0.7437534635126853,0.09774898726323983,0.15849754922407483,flat,17551253,-0.04766918585926258,1083649330133.8875,Microsoft Corporation,NFLX
2025-07-03,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to Bloomberg analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/28895,Bloomberg,2025-07-03T13:23:51Z,positive,0.6572720777067169,0.7347436794837185,0.09377938685300828,0.17147693366327318,up,14820357,0.12477832383113432,1916287468163.7463,Apple Inc.,META
2025-06-04,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to Investor's Business Daily analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/73528,Investor's Business Daily,2025-06-04T13:23:51Z,negative,0.2963378313455539,0.12671240254636307,0.7282079401974523,0.14507965725618457,down,43769435,-0.01955953986905168,402332691389.6109,Amazon.com Inc.,AMZN
2025-05-13,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Benzinga analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/52103,Benzinga,2025-05-13T13:23:51Z,negative,0.06955993001184514,0.10814623971871287,0.6658284237748204,0.22602533650646675,down,37107972,-0.03072243920680602,1250220017107.1243,Cisco Systems,AAPL
2025-07-13,Cisco expands network solutions,Cisco expands network solutions according to Investor's Business Daily analysis.,Cisco expands network solutions. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/23107,Investor's Business Daily,2025-07-13T13:23:51Z,neutral,0.4932464151387283,0.2580145291213962,0.2572090279274916,0.4847764429511122,flat,33886671,-0.08126501582658029,464348764955.5427,Tesla Inc.,GOOGL
2025-05-25,NVIDIA stock falls on chip shortage,NVIDIA stock falls on chip shortage according to CNBC analysis.,NVIDIA stock falls on chip shortage. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/91352,CNBC,2025-05-25T13:23:51Z,negative,0.20564249362530607,0.057304196602192936,0.8104496539539262,0.13224614944388086,down,35263873,-0.0005547839246554942,915806117215.8049,JPMorgan Chase,GOOGL
2025-07-13,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Wall Street Journal analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/81718,Wall Street Journal,2025-07-13T13:23:51Z,positive,0.81264125279185,0.7411598299719819,0.13214516355586817,0.12669500647214993,flat,38738433,0.053794999594066056,941530937460.2749,Goldman Sachs Group,AMZN
2025-05-06,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Motley Fool analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/92516,Motley Fool,2025-05-06T13:23:51Z,positive,0.7011681134019555,0.6911920340977653,0.18990622629943887,0.1189017396027958,flat,13651747,0.053993564595228444,172416350771.2976,Verizon Communications,TSLA
2025-05-03,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to TheStreet analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/11942,TheStreet,2025-05-03T13:23:51Z,positive,0.829378828045949,0.6510124598021586,0.2160644717178108,0.1329230684800308,flat,39021875,-0.08844514998145178,1577315132174.505,Verizon Communications,AAPL
2025-07-07,Goldman Sachs beats earnings estimates,Goldman Sachs beats earnings estimates according to Seeking Alpha analysis.,Goldman Sachs beats earnings estimates. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/38004,Seeking Alpha,2025-07-07T13:23:51Z,positive,0.9172480260722805,0.7239424407289093,0.15407425333706606,0.1219833059340246,flat,44214675,0.012564051982865976,183398437767.20648,Tesla Inc.,NVDA
2025-07-03,Goldman Sachs reports quarterly results,Goldman Sachs reports quarterly results according to Motley Fool analysis.,Goldman Sachs reports quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/87701,Motley Fool,2025-07-03T13:23:51Z,neutral,0.5136825393281452,0.29489419520816357,0.30934128724941756,0.3957645175424188,flat,20889427,0.0037772775801888925,661871019130.0337,Tesla Inc.,AMZN
2025-07-24,IBM stock declines on cloud competition,IBM stock declines on cloud competition according to Investor's Business Daily analysis.,IBM stock declines on cloud competition. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/50403,Investor's Business Daily,2025-07-24T13:23:51Z,negative,0.1757224049376323,0.061530018063819795,0.8177457256982043,0.12072425623797593,down,26925598,-0.007342043512141988,637032243807.8976,JPMorgan Chase,MSFT
2025-06-04,Salesforce reports disappointing growth,Salesforce reports disappointing growth according to Zacks analysis.,Salesforce reports disappointing growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/16858,Zacks,2025-06-04T13:23:51Z,negative,0.3294266582258658,0.09533338853388452,0.7309670391532198,0.1736995723128957,flat,3407777,0.13056534305126252,24518423639.628376,Adobe Inc.,META
2025-07-18,"Amazon revenue soars, stock hits all-time high","Amazon revenue soars, stock hits all-time high according to Zacks analysis.","Amazon revenue soars, stock hits all-time high. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/55906,Zacks,2025-07-18T13:23:51Z,positive,0.8043438926393092,0.7287929493080263,0.21060762723380683,0.060599423458166886,up,6344491,-0.00867514478864606,796508159346.4656,Walmart Inc.,GOOGL
2025-06-05,JPMorgan Chase faces regulatory fines,JPMorgan Chase faces regulatory fines according to Reuters analysis.,JPMorgan Chase faces regulatory fines. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/42152,Reuters,2025-06-05T13:23:51Z,negative,0.194071014041308,0.1524994043964964,0.7409528707671963,0.10654772483630744,flat,37708699,0.025497524610575584,1994046587318.8325,Verizon Communications,GOOGL
2025-05-25,Goldman Sachs reports quarterly results,Goldman Sachs reports quarterly results according to Yahoo Finance analysis.,Goldman Sachs reports quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/56326,Yahoo Finance,2025-05-25T13:23:51Z,neutral,0.3795972130198427,0.29192075366430487,0.20620637375732798,0.5018728725783672,flat,32009413,0.11493582200243249,1154506682118.06,Tesla Inc.,AMZN
2025-06-09,"Netflix loses subscribers, stock crashes 25%","Netflix loses subscribers, stock crashes 25% according to Benzinga analysis.","Netflix loses subscribers, stock crashes 25%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://benzinga.com/article/22121,Benzinga,2025-06-09T13:23:51Z,negative,0.3233702930944014,0.1942897594858735,0.5792475768329174,0.22646266368120907,flat,37868929,0.06403858450994993,8151511655.462661,Salesforce Inc.,AMZN
2025-07-07,JPMorgan Chase announces restructuring,JPMorgan Chase announces restructuring according to TheStreet analysis.,JPMorgan Chase announces restructuring. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/67805,TheStreet,2025-07-07T13:23:51Z,neutral,0.40784083840298196,0.23271172002524615,0.3249918619151365,0.44229641805961734,down,34580999,-0.082951705723248,1411485983763.2075,Advanced Micro Devices,NFLX
2025-07-06,"Netflix loses subscribers, stock crashes 25%","Netflix loses subscribers, stock crashes 25% according to Zacks analysis.","Netflix loses subscribers, stock crashes 25%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/31330,Zacks,2025-07-06T13:23:51Z,negative,0.12269318191623432,0.139671071778071,0.7044035573762369,0.15592537084569197,down,38977233,0.06361902642275125,1160343999089.687,Microsoft Corporation,META
2025-07-14,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to Barron's analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/34647,Barron's,2025-07-14T13:23:51Z,positive,0.8841561727608819,0.6762826575673831,0.12863241099964262,0.19508493143297415,flat,7170205,-0.013358648781189725,1659215308161.461,Adobe Inc.,NFLX
2025-06-20,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Financial Times analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/98003,Financial Times,2025-06-20T13:23:51Z,negative,0.2567689209088856,0.06766774893642812,0.8023553865457044,0.1299768645178676,down,43299010,0.03678780820857583,1305866752196.2747,Netflix Inc.,META
2025-07-09,IBM launches new AI services,IBM launches new AI services according to Benzinga analysis.,IBM launches new AI services. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/10005,Benzinga,2025-07-09T13:23:51Z,neutral,0.6103116379300064,0.1786285055412543,0.2460236999442855,0.5753477945144602,down,30540813,-0.04851432233702728,1616347257733.5503,Apple Inc.,AAPL
